title,publication-date,event-date,country,location_x,lat_long,diseases,syndromes,url,id,cases_y,dead_y,disease_y,syndrome_y,location_y,keywords_y,Translated_Content
China epidemic severe officials are blamed for concealing their trip - Yahoo Chimo News;,14/10/2022,,China,,"40.05, 116.286",covid19,,https://tw.news.yahoo.com/%E4%B8%AD%E5%9C%8B%E5%A4%A7%E9%99%B8%E7%96%AB%E6%83%85%E5%9A%B4%E5%B3%BB-%E5%AE%98%E5%93%A1%E7%9E%9E%E5%A0%B1%E8%A1%8C%E7%A8%8B%E8%A2%AB%E7%A9%B6%E8%B2%AC-035824976.html,33,,,,,,,"Mainland China officially reported to the new COVID-19 (2019 coronary virus disease) cases of 1456 cases (including diagnosis and asymptomatic infection), and 1259 localities, of which 8 became asymptomatic infections.At the occasion of Gansu Province's epidemic, 10 cadres in Wenxian County in the city were responsible for punishment.In the morning of the official website of Mainland China Health and Health Commission, 31 provinces (autonomous regions, municipalities) and Xinjiang Production and Construction Corps reported 313 cases, 64 cases in overseas, and 56 cases in Inner Mongolia, 56 cases in Inner Mongolia, 56 cases in Inner Mongolia. , 53 cases in Guangdong, 28 cases in Xinjiang, 19 cases of Liaoning, 16 cases in Beijing.There were 1,143 cases of non -symptoms, including 133 cases overseas, 1010 of the local area, 302 cases in Xinjiang, 181 cases in Inner Mongolia, 53 cases in Shanxi, 51 cases in Heilongjiang, 50 cases in Yunnan, 47 cases in Shanghai, 42 cases in Anhui, 32 Jilin 32 For example, 29 cases in Sichuan.Hong Kong Internet Media 01 reported today that the Wenxian Discipline Inspection Commission of Longnan City, Gansu Province reported that before and after the National Day holiday, 10 cadres and public office concealment of the county to avoid closed -loop control, which constituted the risk of preventing and control of the county's epidemic. These cadres and public officials were given command and punished.The Lanzhou College of Arts and Sciences, Gansu was listed as a high -risk area and a school on the 8th. However, the students accused the school from concealing, causing the infected students to not be properly taken care of, and even caused cross -infection, so they went online for help.It is said that more than 3,000 people have been infected, but the official notification in the past two days still maintains double digits, and does not respond to the epidemic of Lanzhou Institute of Arts and Sciences.The unblocking of countries around the world, but the mainland of the Chinese country still insists on clearing zero and strict control of the epidemic prevention. Liang Wannian, the leader of the Expert Group leader group of the State Health and Health Commission's epidemic response work, said yesterday afternoon Until the normal life as before 2019. ""He said that the ultimate epidemic was completely concluded to comprehensively consider the variation of the virus, the infection of the disease, the changes in severity, and the resistance of the health system, including the ability to prevent control and control and cure ability. And the intervention measures of social public health must reach a balanced state.The Health and Health Commission reported that as of 24:00 on the 13th, according to the report of 31 provinces (autonomous regions, municipalities) and Xinjiang Production and Construction Corps, 4,456 cases of confirmed cases (of which 16 were in severe cases) and 5,226 cases were accumulated. 250,168 cases; 14,924 cases of non -symptoms observed in medical observation (926 cases were entered overseas).Editor: Qin Yingwen's latest international epidemic is popular. The popularity ended by Fo Qi to face the U.S. extension of public health to the emergency state of public health until the high temperature disinfection next year! ""Spy Alcohol"" at the door of the supermarket door burns the burn of hands. COVID-19 Epidemium Lanzhou School burst into 3,000 people infection control schools, the official hiding new championship, flu, HMPV South Korean worry winter ""Multi-Popular"" Taiwan team will eventually block Japan successfully in the top 12 baseball championship championship Winning the championship, even ending Japan's 27 -game winning streak in the international competition.And the potential of the American Arizona Slack Tail Potential Lin Yuzheng made 4 innings first, completely suppressing Japan without losses, and laid the foundation for this victory.However, the outside world questioned that Lin Yuzheng could not vote, why did the coach replace him? The president of the Chinese professional baseball Cai Qichang recently broke the news of the ""negotiation secret"" with the Skimya team, pointing out that this was confidential before the game.Actress Huang Muyan (Piggy) debuted in 2012 and not only starred in TV series, but also pretty good in hosting this road. In 2021, it was also discussed because of participating in the program ""All -Star Games"". Recently The road will show the results through the community. Yesterday (29th), she revealed that she was about to participate in the competition. I did not expect the hotel ceiling ""Tianshen Giant Cat"". As a result, she went to buy scraping and really won the prize.(Reporter Xu Weijie/Comprehensive Report) This (30th) was affected by the air -conditioning and radiation cooling effects of mainland China today (30th), and the weather across Taiwan continued to be cold.According to the Meteorological Fan ""Teacher Lin [...] 6.6 ° C this morning! The stronger air -conditioning group is coming to experts: from this day, the whole freezing (reporter Xu Weijie/Comprehensive report) The Taiwan team in the World Baseball Top 12 Champions League Fighting Japan to win the championship 4: 0, setting a new record for Taiwan baseball. The director of the Health Health Center of the Health Bureau did not reach the stuff because of the past, and forced Tongren to kneel and admit it. It is believed that the Health Center is a unit for managing mental health and suicide prevention. The bureau responded lightly as soon as possible, and did not receive it. In the evening, a statement was issued to emphasize that ""the subordinates are emotionally kneeling.""Mayor Chen Qimai ordered the startup investigation and found that it did involve bullying behavior. Today (30), it was quickly removed from officials and was transferred from other units.Sports Center/Qiu Yiru reported that the Japanese team ’s foreign player Chen Jisuke, and he broke a ruthlessly before the World Baseball Top 12 championship:"" If you lose to Taiwan, you must change the pitcher. "" Give him baseball gloves, and sent the gloves to Japan on the 28th, and once again became the focus of the topic. Recently, Chen Jisuke was invited to participate in the ""Mitsui Golden Glove Awards Ceremony"", boldly transformed into ""Little Golden Man"" to paint the whole face with gold. A hot discussion was set off. This behavior made Dad Chen Jihao San, and it was too hot to play.The List of Dream List of Baseball Classic Display ""February of February"" is exposed! [Weekly King CTWANT] Lin Zhiqun said in the Fanzhuan, a loyal advice to the top 12 champion players, Taiwan baseball champion, now everyone likes these players, There will be many invitations, advertising, activities, eating, and party waiting for them. If it is a manufacturer cooperation, it can be handled by the brokerage company. If it is an enthusiastic invitation or under the table, it will be recommended to make a secondary vocational and stick association. Zhou Siqi gave them a lesson.Lin ... 39 -year -old ""Beauty Planning Queen"" Liu Yixin married Lin Zhilong, a 24 -year -old tiger Yazi in 2017. He gave birth to 1 female and 1 son. Quite happy.However, Liu Yixin admitted on the show ""Fate and Fun"" a few days ago. Even if he has been married for 7 years, he has been looking for a lawyer to write a divorce agreement because he has disagreed with the couple's concept.The Taiwan team won the championship in the world's 12 baseball games. ""Taiwan Captain"" Chen Jiexian performed quite brightly. The blow rate reached 626 % and won 4 individual prizes alone.A few days ago, when fans arrived at Taoji to pick up the aircraft for Taiwanese heroes, it can be said to be the most pick -up fans in history. In fact, Zhang Lidong actually went to the pick -up scene, and he hid beside the Taiwan Steel Eagle. More smoothly embraced Chen Jiexian, and made fans envy, ""Why is Zhang Lidong!"" A number of disputes involved in the former Taipei Mayor Ke Wenzhe were still being tried. The weekly media also broke the news. The vault tent """" caused discussions from all walks of life.In response, Wu Jingyi, a political commentator, pointed out that one of the reasons for Ke Wenzhe's extension is that there is an old defendant of the municipal government who has not reached the case. EssenceThe famous Zhou Yukou was originally scheduled to go abroad at noon this (29) at noon, but was rejected by the airline at Taoyuan Airport. Later, the Taipei District Court confirmed that because Zhou Yukou and the famous Cai Yuzhen were involved in the Protection of Personal Information ... People The party chairman Ke Wenzhe was detained in the disadvantages of the Beijing Huacheng Award, and the prosecutor successfully extended Ke Ke until 2025.Zhu Yirong, the party created party veterans and the Internet celebrity ""Auntie Old Driver"", revealed that she was summoned by the north inspection as a witness. As a result, the evidence in the hands of the prosecutor's hands made her heart cool. As a result, the prosecution actually gave her to her. He said ""there is more scary"", which made Zhu Yanrong unconsciously shed tears, marveling that ""Ke Wenzhe was dead.""The Chinese team bravely won the top 12 world baseball championship in the dark horse and became the hottest topic in the near future.The famous Lu Wenwan broke the news in the show a few days ago. I learned from the previous subordinate that a foreign player was ""called takeaway"" when he stayed in the southern hotel, but he was dissatisfied with the girl's posture and wanted to return the goods.However, the woman's identity was actually a star who ""scored names"", with only 8,000 yuan in the transaction price.The Central Meteorological Agency released a low temperature special report on 8 counties and cities today (29), pointing out that the influence of the air -conditioning group and radiation cooling of the mainland in the early morning of this to 30th, and there is a chance of occurring temperatures below 10 degrees at night to early morning.This morning, there was a chance of temperatures under 10 degrees in the local area of ​​Miaoli and the local area of ​​Yilan.Jia Xingxing, director of the technical consultant company of Taiwan ’s integration of disaster prevention engineering, said today that in the next 10, the weather in the south of Taoyuan in the south of Taoyuan has a large temperature difference in the central and southern parts of the southern part of Taoyuan; it will rain from the 5th to 7th to the north of Taoyuan and Yilan.On the 21st, the New York Times reported that without quoting the source, it was said that ""some officials"" suggested that Biden returned the nuclear martial arts of Ukraine by the Soviet Union after the disintegration of the Soviet Union.In response, Russian President Putin responded on the 28th that if Ukraine obtained nuclear weapons, Russia will use all force.In fact, the proposal of ""some officials"" is extremely impossible. After all, Ukraine's lost nuclear weapons were not in the United States.Eating fruits can reduce the chance of developing diabetes, and some even help anti -cancer, but ""vegetable juice"" is not necessarily! In this regard, Zhuang Jiaying, a Chinese medicine doctor, said that vegetable and fruit juice is not suitable for every patient, because vegetable and fruit juice juice juice They are cold, and some people may affect their health for a long time.Due to the excess capacity of the United States, the market supply is excessive, Formosa Plastics has low pressure, and the stock price has reached a new low since May 2003.The party's party chairman Ke Wenzhe is still detained because of the Beijing Huacheng case. The latest may not be able to leave the Taipei Detention Center until January next year; the North Inspection will report to Ke Wenzhe again on November 29, ..."
International News - U.S. Administration Temporarily Suspends Flights with Afghanistan Due to Measles - Gulf Eyes,11/09/2021,,United States,,"38.892, -77.02",measles,,https://www.gulfeyes.net/world/5068478,34,,,Measles,,Afghanistan,,Error 404: Page not found
"PRO/AH/EDR> Avian influenza (194): Americas (USA) mixed flocks, HPAI H5N1",23/10/2022,21/10/2022,United States,North Carolina,,avian influenza/unspecified,,https://www.promedmail.org/promed-post/?id=8706329,35,,,Avian influenza,,Americas (USA),"mixed flocks, HPAI H5N1",Error: Failed to fetch content after retries
Bolivia: Nearly 7 million people have been vaccinated against COVID-19,9/10/2021,,United States,,"38.892, -77.02",measles,,http://outbreaknewstoday.com/bolivia-nearly-7-million-people-have-been-vaccinated-against-covid-19-83260/,36,,,COVID-19,,Bolivia,vaccinated,Error: Failed to fetch content after retries
"Dengue in J&K: 70 new cases of dengue in Jammu district, including 32 in Jammu district - Amarujala",19/11/2022,,India,"Jammu & Kashmir, Jammu, Jammu","32.684, 74.885",dengue,,https://www.amarujala.com/jammu/dengue-in-jammu-kashmir-70-new-cases-of-dengue-in-ut-including-32-in-jammu-district,37,70.0,32.0,Dengue,,Jammu district,new,"My city is not decreasing in dengue cases despite the increase in temperature.Once again, there is a rise in dengue cases.There have been 70 new dengue cases in the state including 32 in Jammu district.There have been two cases from Samba district, five from Kathua, 25 from Udhampur, one from Reasi district, four from Doda.Stay update, download Android Hindi News App, iOS Hindi News App and Amarujala Hindi News App on your mobile | Get all India News in Hindi News in Hindi News in Hindi News in Hindi News in Hindi News in Hindi News in Hindi News in Hindi News in Hindi News in Hindi News in HindiStay updated with us for all breaking news from India News and More News in Hindi.Next article please wait ... please wait ... delete all cookies follow"
"Illinois Coronavirus Updates: COVID Levels Rise in State, Mask Recommendations",13/12/2022,,United States,IL,"40.124, -89.149",covid19,,https://www.nbcchicago.com/news/coronavirus/illinois-coronavirus-updates-covid-levels-rise-in-state-mask-recommendations/3019742/,38,,,,,,rise,"COVID levels are rising across Illinois as several counties reach elevated alert levels, meaning masks are now recommended.  Chicago's top doctor revealed her best advice and detailed why cases could continue to rise in the coming weeks.  📺 24/7 Chicago news stream: Watch NBC 5 free wherever you are Here's what you need to know about the coronavirus pandemic across Illinois today. As COVID-19 cases continue to spike across Illinois, a concerning sign in Chicago shows that the increase is likely to continue in the coming weeks. According to Chicago Department of Public Health Commissioner Dr. Allison Arwady, elevated levels of COVID-19 have been detected in the city's wastewater in recent weeks. ""Our wastewater sampling is actually at a high concern and that is consistent with what we're seeing across the country,"" Arwady said earlier this week, reflecting on the rise in cases that has affected much of the U.S.  Read more here. COVID cases have risen dramatically in parts of the country since Thanksgiving, leading some health agencies to recommend that people wear face masks once again. Such recommendations are in place in approximately 9% of the country, which is currently listed at ""high"" COVID-19 community level status, according to the latest data from the Centers for Disease Control and Prevention. Because of increases in metrics such as case numbers and hospitalizations, masks are recommended in those areas. Read more here. Masks are encouraged in 29 out of Illinois' 102 counties that have been raised to ""high"" COVID-19 community level status as a result of an uptick in weekly metrics, according to the Centers for Disease Control and Prevention. The latest CDC data showed a total of 74 counties, which accounts for nearly 73% of Illinois, are at an elevated status of either ""medium"" or ""high."" In all, 29 counties are listed at ""high"" status compared to 12 from the week prior, data showed. Forty five are deemed in the ""medium"" category, marking a decline from 51 counties a week earlier. Read more here. COVID-19 cases have significantly risen across Illinois within the past week, with 74 counties now at an elevated community level of the virus. Twenty-nine of the 74 counties are now at a ""high"" community level of COVID-19, up from 12 last week, according to CDC data. All counties in the Chicago metropolitan area are now at a ""medium"" COVID-19 community level, where masks are recommended for those who are immunocompromised or at high risk for severe disease. Overall, 45 Illinois counties are at that same level. Read more here."
"Why insist on ""dynamic zeroing"" and asymptomatic infected people can be isolated at home... Authoritative response!;",13/04/2022,,China,,"39.931, 116.386",covid19,,http://mpa.gd.gov.cn/xwdt/xwfbpt/mtzx/content/post_3909335.html,39,,,,,,,"Translation Error: the JSON object must be str, bytes or bytearray, not NoneType"
"October 22: There were 3,985 cases of COVID-19 and 5,202 recovered from the disease, the death toll plummeted to 55.",23/10/2021,,Vietnam,,"21.028, 105.854",covid19,,https://moh.gov.vn/tin-tong-hop/-/asset_publisher/k206Q9qkZOqn/content/ngay-22-10-co-3-985-ca-mac-covid-19-va-5-202-nguoi-khoi-benh-so-tu-vong-giam-manh-con-55-ca,40,3985.0,55.0,COVID-19,,,plummeted,Error: Failed to fetch content after retries
"The WHO says monkeypox is still a global health emergency of concern, despite a ... - ABC",3/11/2022,,Australia,Western Australia,"-25.473, 122.184",Mpox,,https://www.abc.net.au/news/2022-11-02/monkeypox-maintains-public-health-emergency-status/101608704,41,,,monkeypox,,,global health emergency,"Translation Error: the JSON object must be str, bytes or bytearray, not NoneType"
COVID-19: more than 2 thousand people fell ill in Dnipropetrovsk region in a week - Suspilne,1/11/2022,,Ukraine,Dnipropetrovsk Oblast,"48.301, 34.844",covid19,,https://suspilne.media/306194-na-dnipropetrovsini-za-tizden-na-covid-19-zahvorili-ponad-2-tisaci-ludej/,42,2000.0,,COVID-19,,Dnipropetrovsk region,fell ill,Error: Failed to fetch content after retries
State Hospitals See 37 Mucor Patients In 3rd Wave: Report | Pune News - Times of India,14/03/2022,,India,Maharashtra,"19.452, 76.109",covid19,,https://timesofindia.indiatimes.com/city/pune/state-hospitals-see-37-mucor-patients-in-3rd-wave-report/articleshow/90177626.cms,43,37.0,,Mucor,,,3rd wave,"Umesh Isalkar is principal correspondent at The Times of India, Pune. He has a PG degree in English literature and is an alumnus of Indian Institute of Mass Communication, New Delhi. Umesh covers public health, medical issues, bio-medical waste, municipal solid waste management, water and environment. He also covers research in the fields of medicine, cellular biology, virology, microbiology, biotechnology. He loves music and literature.Read More How to make easy dump & dine Tofu Salad for dinner How to grow Blueberries in home garden or balcony 9 ways to magically improve your communication skills (without any books) 10 most beautiful temples in India perfect for weddings 10 delicious dishes made with fresh coconut Easy-to-make Bengali-style Macher Chop (Fish Chops) How to make one-pot dry-fruit Veg Pulao 10 reasons to drink anjeer water every morning 10 baby girl names from Greek and Roman mythologies 10 inspiring quotes by Swami Vivekananda that are excellent tips for success"
"Delhi dengue cases in February: Cold wave has not stopped for 2 months, latest...",20/02/2022,,India,"Delhi, New Delhi, New Delhi","28.632, 77.219",dengue,,https://awazehindtimes.page/delhi-dengue-cases-in-february-2-%25E0%25A4%25AE%25E0%25A4%25B9%25E0%25A5%2580%25E0%25A4%25A8%25E0%25A5%2587-%25E0%25A4%25B8%25E0%25A5%2587-%25E0%25A4%2595%25E0%25A4%25A1%25E0%25A4%25BC%25E0%25A4%25BE%25E0%25A4%2595%25E0%25A5%2587-%25E0%25A4%2595%25E0%25A5%2580-%25E0%25A4%25A0%25E0%25A4%2582%25E0%25A4%25A1/,44,,,dengue,,Delhi,cases,Error: Failed to fetch content after retries
"WHO Covid-19 Report: Weekly Infections Up 8%, Deaths Down 17% - International",17/03/2022,,Brazil,,"-15.779, -47.926",covid19,,https://internasional.kontan.co.id/news/laporan-covid-19-who-infeksi-mingguan-naik-8-kematian-turun-17,45,,,Covid-19,,,"Up 8%, Deaths Down 17%",Translation Error: [SSL: MISSING_FATAL] missing fatal (_ssl.c:2580)
"Covid-19 pneumonia in Chongqing on August 14, 2022;",14/08/2022,,China,Chongqing,"30.058, 107.874",covid19,,http://wsjkw.cq.gov.cn/ztzl_242/qlzhxxgzbdfyyqfkgz/yqtb/202208/t20220814_11001881.html,46,,,Covid-19 pneumonia,,Chongqing,,Error 404: Page not found
"In India, a four-year-old girl died of swine flu | Veterinary medicine and life",12/08/2022,,India,,"28.635, 77.225",influenza a/h1n1,,https://vetandlife.ru/sobytiya/v-indii-chetyrehletnyaya-devochka-umerla-ot-svinogo-grippa/,47,,1.0,swine flu,,India,died,"The four-year-old girl died from the Pork flu H1N1 in the Indian city of Raypur, according to the review of the information and analytical center of the Rosselkhoznadzor with reference to the data of the Dailypioneer.com portal.It is reported that the girl underwent a course of treatment for pneumonia, acute respiratory distress syndrome (ARDS) and the H1N1 virus (flu A).According to the doctors, they tracked the contacts of the deceased girl.So far, new cases of pork flu people have not been revealed among her surroundings.At the same time, 28 cases of pork flu are registered in Chhatsharh.All patients undergo a course of treatment.In addition, according to the Free Press Journal portal, from August 1 of this year, 80 cases of pork flu (H1N1) were registered in Mumbai.Help ""VIZH"" H1N1 (known as Pork flu) - this virus was first discovered in people in the USA in April 2009.Initially, this virus was called pork flu, because during laboratory tests it was found that many of its pathogens were very similar to influenza viruses, which were observed in pigs in North America.However, further studies have shown that the identified virus is largely different from the one that spreads among the North American pigs.It contains two flu viruses that are usually among pigs in Europe and Asia, as well as bird genes.Scientists call this virus a ""quadruple reassportant.""Specialists of the US Diseases Control Center established that the new H1N1 virus is contagious and is transmitted from one person to another.The symptoms of H1N1 are similar to the symptoms of seasonal flu: high temperature, cough, sore throat, runny nose or a laid nose, smear in the body, headache, chills and a feeling of fatigue.Many of the patients also complained about diarrhea and vomiting.Read us in Telegram ""VIZH"" VKontakte ""VIZH"" Telegram"
"NSW breaks COVID-19 case records with 825 infections, three deaths",21/08/2021,,Australia,"New South Wales, Sydney, Sydney","-33.873, 151.205",covid19,,https://www.abc.net.au/news/2021-08-21/nsw-records-825-covid-cases-three-deaths/100396208,48,825.0,3.0,COVID-19,,NSW,,Translation Error: EOF occurred in violation of protocol (_ssl.c:2427)
"International snippets: Asia-Pacific, Europe",5/01/2021,5/01/2021,Australia,,"-35.281, 149.131",covid19,,https://www.promedmail.org/promed-post/?id=8072388,49,,,,,,,Error: Failed to fetch content after retries
"China reports most COVID-19 cases since end-Jan, Nanjing starts 2nd mass testing",26/07/2021,26/07/2021,China,"Jiangsu, Nanjing","32.052, 118.778",covid19,,https://www.reuters.com/world/china/china-reports-most-covid-19-cases-since-end-jan-nanjing-starts-2nd-mass-testing-2021-07-26/,50,,,COVID-19,,China,most,Error 401: Unauthorized
"Covid-19 Cases in Indonesia Rise, Here's The Response of President Jokowi, Minister of Health, and Epidemiologists",11/06/2022,,Indonesia,,"-6.175, 106.827",covid19,,https://www.tribunnews.com/corona/2022/06/11/kasus-covid-19-di-indonesia-naik-begini-tanggapan-presiden-jokowi-menkes-dan-epidemiolog,51,,,Covid-19,,Indonesia,rise,"Hello, Profile Send Images Logout Enter your account doesn't have an account yet?List of Siber Media Guidelines Account Contact Us Privacy Policy Editor Download Tribunx For Android & iOS Tribunnews.com - Covid -19 cases in Indonesia have increased in the last three weeks.This was conveyed by a spokesman for the Task Force (Task Force) Handling Covid-19, Prof. Wiku Adisasmito.In a press conference on Wednesday (6/8/2022), Prof. Wiku said, the trend of the COVID-19 increase in the last three weeks reached 31 percent.Over the past three weeks, there has been an increase in cases from 571 cases, to 1,814, and up to 2,385 cases.Also Read: Distribution of Active Case Covid-19 Friday 10 June 2022 Rise: Jakarta Highest, Aceh Nihil Case In addition, Prof. Wiku also said the active case of Covid-19 in Indonesia also increased.According to him, the increase in the Covid-19 case occurred in the last 4 days with a record of 10 percent.So, how was the response of President Jokowi, the Minister of Health, to the epidemiologist related to the increase in this case?Jokowi said the increase in Covid-19 was still controlled in response to this, President Joko Widodo (Jokowi) said the Covid-19 case in Indonesia was still under control.Because the positivity rate rate is still in a safe number.""The most important thing is we hold on to the positivity rate, the grip.""""It must be below 5 percent, we are now at 1.03 percent. So it is still in a controlled position,"" the President said in the nursery of Rumpin, Bogor Regency, Friday (6/10/2022), quoted from Tribunnews.In addition to the positivity rate, the transmission rate of Covid 19 is also still in a safe number.Nevertheless the President said, he had requested that the increase in Covid 19 cases to watch out for, especially after the long holiday of Eid al-FitrMillion"
The latest developments in the outbreak of pneumonia in many countries in the East;,7/10/2020,7/10/2020,India,,"23.379, 79.443",covid19,,https://www.trt.net.tr/chinese/guo-ji/2020/10/06/dong-fang-duo-guo-xin-guan-fei-yan-yi-qing-zui-xin-dong-tai-1504029,52,,,pneumonia,,many countries in the East,outbreak,"Globally, the number of new coronary viruses has more than 1.05 million.The number of confirmed cases was 35.81 million cases, and the number of healing cases was 26.933 million.The number of deaths of new crown pneumonia in India rose to 103,787.The number of confirmed cases in the country increased to 6.7 million cases.In the past 24 hours, Iran has caused 227 people to die, and the number of new crown pneumonia is 27,419.The country added 4151 critical cases.This number is the most accurate diagnosis since the beginning of the epidemic.According to the latest data, the number of people infected with new crown viruses increased to 479,825.Hergi, deputy minister of the Ministry of Health, said that due to the increase in the death of the new coronary virus in the capital Tehran, the number of confirmed cases will be implemented.The number of people who died in the new type of coronary virus increased by 67 to 9,531.The number of confirmed cases in the country also increased by 3,172 cases to 387,000 cases.Russia's death due to new coronary viruses increased to 21,663, and the number of new coronal viruses increased to 1.237,000.In order to control the spread of new coronary viruses to control the spread of new coronary viruses, the number of new coronary pneumoniars in the country increased to 1,771.The country's confirmed cases have exceeded 274,000.Libya has been suspended for 7 months within the scope of the new crown prevention and control measures to be reopened from Friday.The number of people who died in the new coronary virus in Saudi Arabia increased to 4,923.The country discovered 477 new cases, so since the beginning of epidemic disease, the number of confirmed cases has increased to 337,243 cases.The number of died in the virus in the African continent increased to 36,967, and the number of new coronary viruses infected to 1.527 million.So far, there are 17,016 countries in South Africa, 5,990 people in South Africa, and 2,369 in Egypt.Hamas said that due to the racial extinction attack on Israel since October 7, 2023, the Gaza Strip's more than 2 million Barstinians faced the danger of starving and thirst.In an interview with Sky News, Zelei issued a statement on the Russia and Ukraine War.As Israel continued to slaughter the Palestinian people in the Gaza Strip, Palestine called on Ang League to hold a foreign minister -level emergency meeting.U.S. President Joe Biden reiterated his support for Ukraine and condemned Russia's air strike on Ukraine.The official website of the Turkish Radio and Television General Website of the General Website of Turkish Radio and Television: Contains the Anado Lux News Agency (AA), Agence France -Presse (AFP), Reuters, DEPA News (DPA), Albania News Agency (ATSH), EFE News Agency (EFE) The materials of the Middle East News Agency (Mena), the Russian News Agency-Tas Society, and Xinhua News Agency's all rights reserved.Turkish Radio and Television's Terminal is not responsible for external links."
MASSACHUSETTS :: Medford's COVID-19 Positivity Rate Rises To Over 7 percent,21/07/2022,,United States,"MA, Middlesex, Medford","42.419, -71.106",covid19,,http://outbreaks.globalincidentmap.com/event_detail?id=1665600,53,,,COVID-19,,MASSACHUSETTS,rise,Don't have an account?                                                              Register
"China - Reports of long lines at fever clinics in hospitals - December 10, 2022",10/12/2022,10/12/2022,China,,"40.05, 116.286",,Febrile syndromes,https://flutrackers.com/forum/forum/china-other-health-threats/china-covid-19-sept-13-2020-may-31-2021/964460-china-reports-of-long-lines-at-fever-clinics-in-hospitals-december-10-2022,54,,,,fever,China,"long lines, fever clinics, hospitals",No content found
PRO/AH> Canine influenza - North America: USA (DC) dog,1/01/2023,,United States,,"38.89, -77.032",influenza,,https://www.promedmail.org/promed-post/?id=8707562,55,,,Canine influenza,,North America,outbreak,Error: Failed to fetch content after retries
"Children suffering from pneumonia, malaria and dengue, 108 children admitted in a week",21/11/2022,,India,Jharkhand,"23.656, 85.564",dengue,,https://www.livehindustan.com/jharkhand/ranchi/story-children-falling-prey-to-pneumonia-malaria-and-dengue-108-children-admitted-in-a-week-7376143.html,56,108.0,,,,,,Error: Failed to fetch content after retries
Jharkhand News: More than 500 patients found in Jharkhand due to dengue and chikungunya,16/10/2022,,India,Jharkhand,"23.656, 85.564",dengue,,https://www.indiatv.in/india/national/dengue-and-chikungunya-in-jharkhand-more-than-500-patients-found-so-far-2022-10-15-893536,57,500.0,,dengue and chikungunya,,Jharkhand,,"Translation Error: the JSON object must be str, bytes or bytearray, not NoneType"
The number of cases of coronavirus infection is growing again in the Prikamya,25/03/2021,,Russian Federation,,"55.757, 37.615",covid19,,https://www.kommersant.ru/doc/4742128,58,,,coronavirus infection,,Prikamya,"growing, again","Over the past day, coronavirus infection was diagnosed in 126 residents of the Perm Territory.This was reported by Rospotrebnadzor.A day earlier, 125 cases were recorded.Since February, in the Perm Territory, a decrease in the identified cases COVID-19 has been recorded daily.According to the regional Ministry of Health, from among the new sick 26 people are hospitalized, 100 infected are treated at home.In the ""covid"" departments of the hospitals of the region there are 790 people, of which 49 are connected to the apparatus of artificial ventilation of the lungs.Since the beginning of the pandemia, Covid-19 was detected in 50,412 residents of Prikamye, 44,490 people recovered.In terms of incidence, the region takes 12th place in Russia.Charity Fund © Kommersant JSC.123112, Moscow, Presnenskaya nab.d. 10, floor 35, tel.+7 (495) 797-69-70.The network edition ""Kommersant"" (domain name of the site: Kommersant.ru) is registered by the Federal Service for Supervision of Communications, Information Technologies and Mass Communications (Roskomnadzor), registration number and decision-making date: EL NO FS77-76922 dated October 112019 Partnerships/Materials, companies news, materials marked Promo and Official Message are published on a commercial basis.Kommersant.ru uses recommendation technologies.Read more"
"U.S. Experiences Highest Flu-Induced Hospitalization Rate In A Decade, Health Authority ... - VOI",7/12/2022,,United States,,"38.89, -77.032",influenza,,https://voi.id/berita/233661/as-alami-tingkat-rawat-inap-akibat-flu-tertinggi-dalam-satu-dekade-otoritas-kesehatan-imbau-masyarakat-divaksin,59,,,Flu,,U.S.,highest,"Share: Jakarta - The United States experienced the highest inpatient rate due to influenza that had been seen in a decade this year, said the Head of the US Disease Control and Prevention Center (CDC) on Monday, with 14 children so far had died.CDC Director Rochelle Walensky explained, the US hospital system also continued to be suppressed by the high number of patients with other respiratory diseases such as respiratory syncytial viruses (RSV) and Covid-19.There are at least 8.7 million cases, 78,000 inpatients and 4,500 deaths due to flu so far this season, according to the CDC estimate.He appealed to the public to vaccinate.""Especially for RSV and flu, this level is higher than what we usually see this year,"" Walensky told reporters at a press conference, launching Reuters on December 6.He said the flu season began earlier and ""inpatient because the flu continues to be the highest we have ever seen today in a decade.""The respiratory virus spreads when people gather indoors because of cooler weather.People also most likely have a weakened defense after not being exposed to flu and RSV, while working or going to school from home during Pandemi Covid-19.The level of vaccination for people who are at higher risk of getting flu - those aged 65 years and over, children and pregnant women - are also lower than last year, added Walensky.About 12 percent fewer pregnant women who have been vaccinated this season than last season, and about 5 percent less children, explained Walensky.It is known, between October 1 and November 26, the inpatient rate because the flu in the United States is 16.6 per 100,000 people.In the last 10 years, the cumulative level during the same week in a year usually ranges from 0.1 to 2 per 100,000 people.Covid-19 cases increased after Thanksgiving and inpatient holidays related to Covid also increased by around 15 percent to 20 percent over the past week, Walensky said.Walensky, along with Dr.Sandra Fryhofer, an intelligent who arranged the American Medical Association Council, urged people to get a flu vaccine now, although he might be vigilant or bored with vaccination, said it was not too late.""This year's flu season begins badly. This starts earlier and with Covid and RSV, this is the perfect storm for a terrible holiday season,"" said Fryhofer.Tags: International United States Vaccination Health © 2024 Voi - Time to revolutionize the news"
